Country,Survey,Women 15,Women 18,Women 20,Women 22,Women 25,Women never,Men 15,Men 18,Men 20,Men 22,Men 25,Men never
Ethiopia,2016 DHS,24,62.3,75.9,84.1,90.2,3.9,1.8,17,36.4,56.3,75.8,7
